id,kitab,hasil_perawi,matan_inggris,terjemah,matan_indo
122,musnad_syafii,"['Ibrahim bin Muhammad', ""Ja'far bin Muhammad""]"," ""The Prophet was once in a place for wukuf on the field of Arafah then he preached in front of many people in the first sermon, then Bilal said the call to prayer then the Prophet started the second sermon, when he finished the sermon and Bilal finished the call to prayer, then the Prophet told Bilal to say the iqamah then he performed the Zuhur prayer, then Bilal said the iqamah, then he said the Asr prayer.""'","Ibrahim bin Muhammad dan yang lainnya mengabarkan kepada kami, dari Ja'far bin Muhammad dari bapaknya dari Jabir  saat haji Islam, ia berkata, ""Nabi  pernah berada disuatu tempat untuk wukuf dipadang Arafah lalu beliau berkuthbah di hadapan banyak orang pada kuthbah yang pertama, kemudian bilal mengumandangkan adzan lalu Nabi  memulai kuthbah yang kedua, ketika selesai dari kuthbah dan bilal selesai dari adzan, kemudian nabi menyuruh bilal mengumandangkan iqamah lalu beliau melaksanakan shalat Zhuhur, lalu bilal mengumandangkan iqamah, kemudain beliau melaksanakan shalat Ashar.""'","“Suatu ketika Nabi berada di tempat wukuf di lapangan Arafah kemudian beliau berkhotbah dihadapan banyak orang pada khutbah pertama, lalu Bilal mengumandangkan azan kemudian Nabi memulai khutbah kedua, ketika beliau selesai khutbah dan Bilal selesai azan, lalu Rasulullah menyuruh Bilal mengumandangkan iqamah, kemudian beliau menunaikan shalat Zuhur, kemudian Bilal mengumandangkan iqamah, lalu beliau menunaikan shalat Ashar.''"
123,musnad_syafii,"[""Muhammad bin Isma'il"", ""Abdullah bin Nafi'"", ""Ibn Abu Di'b"", 'Ibn Shihab']"," ""Abu Al Abbas, what is meant is this.""","Muhammad bin Isma'il dan Abdullah bin Nafi' mengabarkan kepada kami dari Ibnu Abu Di'b dari Ibnu Syihab dari Sulim dari bapaknya, ia berkata, ""Abu Al Abbas, yang dimaksud adalah hal tersebut.""","“Abu Al Abbas, yang dimaksud adalah ini.”"
124,musnad_syafii,"['Ibn Abu Fudhail', ""Ibn Abu Di'b"", 'Al Makburi', 'Abdurrahman bin Abu Said Al Khudri']"," ""We were held back from praying during the Khandak war until after the Maghrib prayer which was approaching the dark of night, then we finished that, and that is the word of Allah Azza wa Jalla; And Allah saves the believers from war, and Allah is the Strongest, the Most Mighty. Then the Messenger of Allah called Bilal and ordered him, and he said the iqamah for the Zuhr prayer and then both of them performed the Zhuhur prayer with the same prayer. well, as both of them performed the prayer at the proper time, then Bilal said the iqamah of the Asr prayer then both of them said the Asr prayer, then Bilal said the Maghrib prayer then both of them said the Maghrib prayer and he said the Isha' prayer then both of them said the Isha prayer. He said, that happened. before descending the verse relating to the khauf prayer; So pray while walking or driving.","Ibnu Abu Fudhail mengabarkan kepada kami dari Ibnu Abu Di'b dari Al Makburi dari Abdurrahman bin Abu Said Al khudri dari Abdurrahman, ia berkata, ""Kami tertahan dari melaksanakan shalat saat perang khandak hingga setelah shalat Maghrib yang mendekati gelapnya malam, lalu kami selesai dari hal itu, dan itulah firman Allah Azza wa Jalla; Dan Allah menghindarkan orang-orang mukmin dari peperangan, dan Allah Maha Kuat lagi Maha Perkasa. Kemudian Rasulullah  memanggil bilal lalu menyuruhnya, dan ia mengumandangakan iqamah shalat Zhuhur lalu keduanya melaksanakan shalat Zhuhur dengan shalat yang baik, sebagaimana keduanya melaksanakan shalat tersebut pada waktunya, kemudian Bilal mengumandangkan iqamah shalat Ashar lalu keduanya melaksanakan shalat Ashar, lalu Bilal mengumandangankan shalat Maghrib kemudian keduanya melaksanakan shalat Maghrib dan ia mengumandangkan shalat Isya' kemudian keduanya melaksanakan shalat Isya. Ia berkata, hal itu terjadi sebelum turun ayat yang berkenaan dengan shalat khauf; Maka shalatlah sambil berjalan atau berkendaraan. ","“Kami ditahan dari shalat pada masa perang Khandak sampai setelah shalat Maghrib yang menjelang gelap malam, barulah kami menyelesaikannya, dan itulah firman Allah Azza wa Jalla; Dan Allah menyelamatkan orang-orang mukmin dari perang, dan Allah adalah Yang Maha Kuat lagi Maha Perkasa. Kemudian Rasulullah memanggil Bilal dan memerintahkannya, lalu beliau mengucapkan iqamah shalat Zuhur lalu keduanya menunaikan shalat Zhuhur dengan shalat yang sama. nah, sebagaimana keduanya melaksanakan shalat Zhuhur salat pada waktu yang telah ditentukan, kemudian Bilal mengucapkan iqamah salat Asar, lalu keduanya mengucapkan salat Asar, kemudian Bilal mengucapkan salat Maghrib, lalu keduanya mengucapkan salat Maghrib, dan dia pun mengucapkan salat Isya, lalu keduanya mengucapkan Sholat Isya, Katanya, itu terjadi, sebelum turunnya ayat yang berkaitan dengan Sholat Khauf; Maka Sholatlah Sambil Berjalan atau Berkendara."
125,musnad_syafii,"['Ibrahim bin Muhammad', 'Umarah bin Ghaziyah', 'Khubaib bin Abdurrahman bin Khubaib', 'Hafsh bin Ashim']"," ""The Prophet once heard the voice of a man who was giving the call to prayer for the Maghrib prayer, so he said what he said."" Hafth bin Ashim continued his story: So the Prophet came to another man, while the prayer had been said. Then the Prophet said, ""Go down and perform the Maghrib prayer with the iqamat that the black slave had performed.""","Ibrahim bin Muhammad mengabarkan kepada kami, Umarah bin Ghaziyah mengabarkan kepadaku dari Khubaib bin Abdurrahman bin Khubaib, dari Hafsh bin Ashim, ia berkata, “Nabi pernahi mendengar suara seorang lelaki yang sedang mengumandangkan adzan shalat Maghrib, maka beliau mengucapkan seperti apa yang diucapkannya.” Hafth bin Ashim melanjutkan kisahnya: Maka Nabi  sampai kepada lelaki yang lain, sedangkan shalat telah diiqamatkan. Lalu Nabi  bersabda, """"Turunlah kalian dan lakukanlah shalat Maghrib dengan iqamat yang telah dilakukan oleh budak hitam itu.”","“Nabi pernah mendengar suara seorang laki-laki yang sedang mengumandangkan adzan Maghrib, maka beliau mengucapkan apa yang diucapkannya.” Hafth bin Ashim melanjutkan ceritanya: Maka Nabi mendatangi laki-laki lain, padahal shalat telah dipanjatkan. Kemudian Nabi bersabda, “Turunlah dan laksanakan salat Maghrib dengan iqamat yang telah dilakukan budak berkulit hitam itu.”"
126,musnad_syafii,"['Abdul Wahab', 'Al Hasan']"," ""The muezzins are the people's confidence in their prayers."" And also mentioned other things.","Abdul Wahab mengabarkan kepada kami dari Yunus, dari Al Hasan bahwa Nabi SAW pernah bersabda, ""Para muadzin adalah kepercayaan orang-orang dalam shalat mereka.” Dan disebutkan pula hal yang lainnya.",“Muazin adalah kepercayaan masyarakat terhadap shalatnya.” Dan juga menyebutkan hal-hal lainnya.
127,musnad_syafii,"['Ibrahim bin Muhammad', 'Suhail bin Abu Salih', 'Abu Hurairah']"," ""The imams are the ones who guarantee and the muezzins are the ones who are trusted, so Allah gives guidance to the imams and forgive the muezzin.""","Ibrahim bin Muhammad mengabarkan kepada kami dari Suhail bin Abu Shalih dari ayahnya, dari Abu Hurairah bahwa Nabi SAW pernah bersabda, ”Para imam adalah orang-orang yang menjamin dan para muadzin adalah orang-orang yang dipercaya, maka Allah memberikan hidayah kepada para imam dan memberikan ampunan kepada muadzin.""","“Para imamlah yang memberi jaminan dan muazin adalah orang-orang yang amanah, maka Allah memberikan petunjuk kepada para imam dan mengampuni muazin.”"
128,musnad_syafii,"['Malik', ""Abdurrahman bin Abdullah bin Abu Sha'sha'ah"", ""Abu Sa'id"", 'Al Khudri', 'Jinn', ""Abu Sa'id""]"," ""I heard from Rasulullah SAW.""","Malik mengabarkan kepada kami dari Abdurrahman bin Abdullah bin Abu Sha'sha'ah, dari ayahnya bahwa Abu Sa'id Al Khudri pernah berkata kepadanya, “Sesungguhnya aku melihatmu menyukai ternak dan kambingmu serta daerah pedalamanmu. Untuk itu, apabila kamu berada di tengah ternak kambingmu atau di daerah pedalamanmu, lalu engkau menyerukan adzan shalat, maka keraskanlah suaramu. Karena sesungguhnya tidak sekali-kali Jin, manusia dan sesuatu mendengar sejauh suaramu mengumandang kecuali semuanya akan bersaksi untukmu di hari Kiamat.”  Abu Sa'id berkata, “Aku mendengar dari Rasulullah SAW.”",“Aku mendengarnya dari Rasulullah SAW.”
129,musnad_syafii,"['Malik', 'Nafi', 'Ibn Umar']"," In the past the Prophet SAW often ordered the muezzin - when the night was very cold and windy - to say, ""Remember, pray in your houses!""","Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar, ia mengatakan: Dahulu Nabi SAW sering memerintahkan kepada muadzin -bila malam terasa sangat dingin dan berangin kencang- untuk menyerukan, ""Ingatlah, shalatlah kalian di dalam rumah-rumah kalian!”","Dahulu Nabi SAW sering memerintahkan muazin – ketika malam sangat dingin dan berangin – untuk mengucapkan, “Ingat, salatlah di rumahmu!”"
130,musnad_syafii,"['Malik', 'Ibn Shihab', 'Atha bin Yazid']"," ""When you hear the call to prayer, then say it as the muezzin says.""","Malik mengabarkan kepada kami dari Ibnu Syihab, dari Atha bin Yazid, dari Abu Sa'id Al Khudri bahwa Rasulullah SAW pernah bersabda, ""Apabila kalian mendengar adzan, maka ucapkanlah seperti apa yang diucapkan oleh muadzin.”","“Apabila kamu mendengar azan, maka ucapkanlah seperti yang diucapkan muazin.”"
131,musnad_syafii,"['Ibn Uyainah', 'Abu Umamah bin Sahi', 'Muawiyah']"," I once heard the Messenger of Allah when the muezzin said ""Ashhadu anlaa ilaaha illallaah"", then he said ""Ashhadu anlaa ilaaha illallaah"". And when the muezzin says ""Asyhadu anna Muhammadar-rasuulullaah"", then he says ""And I testify"", then he becomes silent.","Ibnu Uyainah mengabarkan kepada kami dari Majma' bin Yahya, Abu Umamah bin Sahi mengabarkan kepadaku bahwa ia pernah mendengar Muawiyah mengatakan: Aku pernah mendengar Rasulullah  apabila muadzin mengucapkan ""Asyhadu anlaa ilaaha illallaah"", maka beliau mengucapkan ""Asyhadu anlaa ilaaha illallaah"". Dan apabila muadzin mengucapkan ""Asyhadu anna Muhammadar-rasuulullaah"", maka beliau mengucapkan ""Dan aku bersaksi"", kemudian beliau diam. ","Saya pernah mendengar Rasulullah SAW ketika muazin mengucapkan “Asyhadu anlaa ilaaha illallaah”, lalu beliau mengucapkan “Ashhadu anlaa ilaaha illallaah”. Dan ketika muazin mengucapkan “Asyhadu anna Muhammadar-rasuulullaah”, lalu dia mengucapkan “Dan aku bersaksi”, maka dia terdiam."
132,musnad_syafii,"['Ibn Uyainah', 'Talhah bin Yahya', 'Isa bin Talhah']"," ""I once heard Muawiyah tell a hadith similar to that of the Prophet SAW.""","Ibnu Uyainah mengabarkan kepada kami dari Talhah bin Yahya, dari pamannya, Isa bin Thalhah, ia berkata, “Aku pernah mendengar Muawiyah menceritakan hadis yang semisal dari Nabi SAW.""",“Saya pernah mendengar Muawiyah menceritakan sebuah hadits yang mirip dengan Nabi SAW.”
133,musnad_syafii,"['Abdul Majid bin Abdul Aziz', 'Ibn Juraij', 'Amr bin Yahya Al Mazini', 'Isa bin Umar', 'Abdullah bin Alqamah bin Waqash', 'Muawiyah', 'Hayya', 'Muawiyah', 'Laa', 'illa billaah', 'Hayya', 'falaah', 'Laa', 'illa billaah', 'Muawiyah']"," then said, ""I have heard the Messenger of Allah say that.""","Abdul Majid bin Abdul Aziz mengabarkan kepada kami dari Ibnu Juraij, ia mengatakan: Amr bin Yahya Al Mazini mengabarkan kepadaku bahwa Isa bin Umar mengabarkan kepadanya dari Abdullah bin Alqamah bin Waqash, ia mengatakan: Sesungguhnya aku pernah berada di dekat Muawiyah, tiba-tiba muadzinnya menyerukan adzan -untuk shalat-, maka Muawiyah mengucapkan seperti apa yang diucapkan oleh muadzinnya. Ketika muadzin mengucapkan ""Hayya 'alash-shalaah"", maka Muawiyah mengucapkan “Laa haula walaa quwwata illa billaah”. Ketika muadzin mengucapkan ""Hayya 'alal falaah"" maka ia mengucapkan ""Laa haula walaa quwwata illa billaah"". Setelah itu Muawiyah kembali mengucapkan searti apa yang diucapkan oleh muadzinnya, lalu berkata, “Aku pernah mendengar Rasulullah  mengucapkan hal itu.”","lalu berkata, “Aku pernah mendengar Rasulullah mengatakan hal itu.”"
134,musnad_syafii,"[""Sa'id bin Salim"", 'Sufyan Ats-Tsauri', 'Abdullah bin Muhammad bin Aqil', 'Muhammad bin Ali Al Hanafiyah']"," the Messenger of Allah said ""The key to prayer is ablution, what makes everything forbidden is takbir and what makes lawful - of everything - is greeting”","Sa'id bin Salim mengabarkan kepada kami dari Sufyan Ats-Tsauri, dari Abdullah bin Muhammad bin Aqil dari Muhammad bin Ali Al Hanafiyah, dari ayahnya bahwa Rasulullah  bersabda “Kunci shalat adalah wudhu, yang mengharamkan dari segala sesuatu- adalah takbir dan yang menghalalkan – dari segala sesuatu - adalah salam”","Rasulullah SAW bersabda, “Kunci shalat adalah berwudhu, yang mengharamkan segala sesuatu adalah takbir, dan yang menghalalkan segala sesuatu adalah salam.”"
135,musnad_syafii,"['Ibrahim bin Muhammad', 'Ali bin Yahya bin Khallad', ""Rifa'ah bin Malik"", 'the Messenger of Allah']","If someone among the kailan intends to perform prayer, he should perform ablution as ordered by Allah SWT, then perform takbir. . If he memorizes something from the Qur'an, let him read it, and if he doesn't memorize anything from the Qur'an, let him recite tahmid and takbir to Allah SWT. After that, let's bow until tuma'ninah in a state of bowing. then rise until tuma'ninah is in a standing state (i'tidal), then prostrate until tuma'ninah is in a state of prostration then raise his head then sit down until tuma'ninah is in a sitting state. Whoever subtracts something from this, he has actually subtracted part of it. the prayer.""","Ibrahim bin Muhammad mengabarkan kepada kami dari Ali bin Yahya bin Khallad, dari ayahnya dari kakeknya, Rifa'ah bin Malik bahwa ia pernah mendengar Rasulullah  bersabda “Apabila seseorang di antara kailan bermaksud mendirikan shalat hendaklah berwudhu seperti apa yang telah diperintahkan oleh Allah SWT kemudian bertakbir. Apabila ia hafal sesuatu dari Al Qur'an hendaklah ia membacanya, dan jika tidak hafal sesuatupun dari Al-Qur'an, hendaklah membaca tahmid dan takbir kepada Allah SWT. Setelah itu hendaklah ruku hingga tuma'ninah dalam keadaan ruku. kemudian bangkit hingga tuma'ninah dalam keadaan berdiri (i'tidal), kemudian sujud hingga tuma'ninah dalam keadaan sujud kemudian mengangkat kepalanya lalu duduk hingga tuma'ninah dalam keadaan duduk Barangsiapa yang mengurangi sesuatu dari hal tersebut, sesungguhnya ia telah mengurangi sebagian dari shalatnya.”","Jika ada di antara kailan yang berniat menunaikan shalat, hendaknya ia berwudhu sesuai perintah Allah SWT, kemudian menunaikan takbir. . Jika dia hafal sesuatu dari Al-Qur'an, maka hendaklah dia membacanya, dan jika dia tidak hafal satupun dari Al-Qur'an, maka hendaklah dia membacakan tahmid dan takbir kepada Allah SWT. Setelah itu mari kita ruku’ hingga tuma’ninah dalam keadaan ruku’. lalu bangkit hingga tuma'ninah dalam keadaan berdiri (i'tidal), lalu sujud hingga tuma'ninah dalam keadaan sujud lalu angkat kepala lalu duduk hingga tuma'ninah dalam keadaan duduk. Barangsiapa mengurangkan sesuatu darinya, maka sesungguhnya dia telah mengurangi sebagiannya. doa."""
136,musnad_syafii,"['Ibrahim bin Muhammad', 'Muhammad bin Ajian', 'Ali bin Yahya bin Khallad', ""Rifa'ah bin Rafi'""]"," ""O Messenger of Allah, teach me how I should pray!"" The Prophet SAW answered, ""When you have faced the direction of the Qibla, say takbir , then read the Ummul Qur'an and other surahs. When you bow down, then place the palms of your hands on your knees, and steady your bowing and straighten your back. When you lift yourself up, straighten your back and raise your head until all the bones return to their respective joints. each. When you prostrate, stabilize your prostration. When you rise (from prostration), sit on your left calf, then do the same thing for each bow and prostrate until you are tuma'ninah.""","Ibrahim bin Muhammad mengabarkan kepada kami, ia mengatakan: Muhammad bin Ajian mengabarkan kepadaku dari Ali bin Yahya bin Khallad, dari Rifa'ah bin Rafi', ia mengatakan: Seorang lelaki datang untuk melaksanakan shalat di masjid dekat dengan Rasulullah SAW. Lalu ia datang mengucapkan salam kepada Nabi , maka Nabi  bersabda kepadanya, ""Ulangilah shalatmu, sesungguhnya kamu belum shalat (dengan benar)."" Lelaki itu bangkit dan shalat seperti apa yang telah dilakukannya. Nabi  bersabda lagi kepadanya, ""Ulangilah shalatmu, sesungguhnya kamu belum shalat (dengan benar). Maka lelaki itu berkata, ""Wahai Rasulullah, ajarkanlah kepadaku bagaimana aku harus mengerjakan shalat!"" Nabi SAW menjawab, “Apabila engkau telah menghadap ke arah kiblat, bertakbirlah, kemudian bacalah Ummul Qur'an dan surah lainnya. Apabila engkau ruku, maka jadikanlah kedua telapak tanganmu berada di atas lututmu, dan mantapkanlah rukumu serta luruskanlah punggungmu. Apabila engkau mengangkat diri, tegakkanlah punggungmu dan angkat kepalamu hingga semua tulang kembali pada ruasnya masing-masing. Apabila engkau sujud, mantapkanlah sujudmu. Apabila engkau bangkit (dari sujud), duduklah di atas betis kirimu, selanjutnya lakukanlah hal yang sama pada setiap ruku dan sujud hingga engkau tuma'ninah.”","""Ya Rasulullah, ajari aku bagaimana aku harus berdoa!"" Nabi SAW menjawab, “Ketika kamu telah menghadap ke arah kiblat, ucapkanlah takbir, kemudian bacalah Ummul Qur’an dan surat-surat lainnya. dan luruskan punggung. Saat mengangkat badan, luruskan punggung dan angkat kepala hingga semua tulang kembali ke sendinya masing-masing. Saat sujud, stabilkan sujud. Saat bangkit (dari sujud), duduklah di sebelah kiri betis, lalu lakukan hal yang sama pada setiap ruku’ dan sujud hingga tuma’ninah.”"
137,musnad_syafii,"['Sufyan', 'Salim']"," ""I often saw Rasulullah SAW: when he started his prayer, he raised his hands so that they were parallel to his shoulders and the same was true when he was about to bow and after rising (from bowing). ), but he did not raise (both hands) between the two prostrations.”","Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Salim, dari ayahnya, ia berkata, ""Aku sering melihat Rasulullah SAW: bila memulai shalatnya, beliau mengangkat kedua tangannya hingga sejajar dengan kedua pundaknya dan begitu pula bila hendak ruku dan sesudah bangkit (dari ruku), tetapi beliau tidak mengangkat (kedua tangannya) di antara dua sujud.”","“Aku sering melihat Rasulullah SAW: ketika memulai shalat, beliau mengangkat kedua tangannya sehingga sejajar dengan bahunya, begitu pula ketika hendak rukuk dan setelah bangun (dari rukuk), namun beliau tidak melakukannya. angkat (kedua tangan) di antara dua sujud.”"
138,musnad_syafii,"['bin Kbalid', 'Abdul Majid', 'Ibn Juraij', 'Musa bin Uqbah', 'Abdullah bin Al Fadhl', ""Al A'raj"", ""Ubaidillah bin Abu Rafi'"", 'Ali bin Abu Talib']"," the Messenger of Allah when starting praying says, ""I present myself to God who created the heavens and the earth by purifying obedience to Him, and I am not one of the polytheists. Indeed, my prayer, my worship, my life and death are solely for Allah, the Lord of the worlds; and thus I was commanded."" Most of the scholars said, ""And I was the first to submit."" I hesitate to say that one of them said, ""And I am one of those who surrender."" (Furthermore he said), ""O Allah, You are the King, there is no God but You. Glory be to You with all Your praise. You are my Rabb and I am Your servant, I have wronged myself and I confess my sins, so forgive me for all my sins. No one can forgive sins except You. And show me the best morals, no one can show me the best morals except You. And turn away from me bad morals, no one can turn me away from bad morals except You. I fulfill Your call with obedience, all good things are in Your control, and all bad things are not attributed to You. Those who are guided are those whom You guide, I am a mercy from You and will return to You. There is no way of salvation from You except through Your help. Glory be to You and Most High, I ask forgiveness and repent to You.""","Muslim bin Kbalid dan Abdul Majid serta selain keduanya mengabarkan kepada kami dari Ibnu Juraij, dari Musa bin Uqbah, dari Abdullah bin Al Fadhl, dari Al A'raj, dari Ubaidillah bin Abu Rafi', dari Ali bin Abu Thalib: Bahwa Rasulullah  apabila memulai shalat mengucapkan, “Aku hadapkan diriku kepada Tuhan yang menciptakan langit dan bumi dengan memurnikan ketaatan kepada-Nya, dan aku bukan termasuk orang-orang musyrik Sesungguhnya shalatku, ibadahku, hidup dan matiku semata-mata hanya untuk Allah, Tuhan semesta alam; dan demikianlah aku diperintahkan."" Kebanyakan ulama berkata, “Dan aku adalah orang yang mula-mula berserah diri."" Aku merasa ragu untuk mengatakan bahwa seseorang dari mereka berkata, ""Dan aku termasuk orang-orang yang berserah diri."" (Selanjutnya beliau mengucapkan), “Ya Allah, Engkau adalah Raja, tiada Tuhan selain Engkau. Maha Suci Engkau dengan segala pujian-Mu. Engkau adalah Rabbku dan aku adalah hamba-Mu, aku telah berbuat aniaya terhadap diriku dan aku mengakui dosaku, maka ampunilah daku atas semua dosaku. Tidak ada yang dapat mengampuni dosa-dosa selain Engkau. Dan tunjukilah aku kepada akhlak yang terbaik, tidak ada yang dapat menunjuki kepada akhlak yang terbaik selain Engkau. Dan palingkanlah dariku akhlak yang buruk, tidak ada yang dapat memalingkan diriku dari akhlak yang buruk selain Engkau. Kupenuhi seruan-Mu dengan ketaatan, semua kebaikan berada di genggaman kekuasaan-Mu, dan semua keburukan tidak dinisbatkan kepada-Mu. Orang yang mendapat petunjuk ialah orang-orang yang Engkau beri petunjuk, aku adalah kemurahan dari- Mu dan akan kembali kepada-Mu. Tiada jalan selamat dari-Mu kecuali berkat pertolongan-Mu. Maha Suci Engkau lagi Maha Tinggi aku memohon ampun dan bertobat kepada-Mu.""","Rasulullah ketika mengawali shalat bersabda, “Aku mempersembahkan diriku kepada Allah yang menciptakan langit dan bumi dengan mensucikan ketaatan kepada-Nya, dan aku bukanlah termasuk orang musyrik. Sesungguhnya doaku, ibadahku, hidup dan matiku adalah semata-mata karena Allah, Tuhan semesta alam; demikianlah aku diperintahkan.” Sebagian besar ulama berkata, “Dan akulah orang pertama yang menyampaikan.” Saya ragu untuk mengatakan bahwa salah satu dari mereka berkata, “Dan saya termasuk orang yang pasrah.” (Selanjutnya ia berkata), “Ya Allah, Engkaulah Raja, tidak ada Tuhan selain Engkau. Maha Suci Engkau dengan segala puji-pujianMu. Maka ampunilah aku atas segala dosaku. Tidak ada seorang pun yang dapat mengampuni dosa kecuali Engkau. Dan tunjukan kepadaku akhlak yang terbaik, tidak ada seorang pun yang dapat menunjukkan kepadaku akhlak yang terbaik kecuali Engkau. Dan jauhkanlah aku dari akhlak yang buruk, tidak ada seorang pun yang dapat memalingkan aku darinya. akhlak yang buruk kecuali Engkau, aku menunaikan seruan-Mu dengan ketaatan, segala kebaikan ada dalam kendali-Mu, dan segala keburukan tidak ditimpakan kepada-Mu, yang diberi petunjuk adalah orang-orang yang Engkau beri petunjuk, aku rahmat dari-Mu dan akan kembali kepada Engkau. Tidak ada jalan keselamatan dari-Mu kecuali melalui pertolongan-Mu. Maha Suci Engkau dan Yang Maha Tinggi, aku memohon ampun dan bertaubat kepada-Mu."""
139,musnad_syafii,"['Ibrahim bin Muhammad', ""Rabi'ah bin Uthman"", 'Salih bin Abu Salih']","He once heard Abu Hurairah RA say the following prayer when leading people in a loud voice: ""O our Lord, indeed we seek refuge in You from the cursed devil"" during the maktubah prayer and when he finished reading the Koran.","Ibrahim bin Muhammad mengabarkan kepada kami dari Rabi'ah bin Utsman, dari Shalih bin Abu Shalih bahwa

Ia pernah mendengar Abu Hurairah RA mengucapkan doa -berikut- ketika mengimami orang-orang dengan suara yang keras: ""Wahai Tuhan kami, sesungguhnya kami berlindung kepada-Mu dari syaitan yang terkutuk"" saat shalat maktubah dan ketika selesai membaca Al-Qur'an. ","Beliau pernah mendengar Abu Hurairah RA mengucapkan doa berikut ketika memimpin orang dengan suara lantang: “Ya Tuhan kami, sesungguhnya kami berlindung kepada-Mu dari setan yang terlaknat” pada saat shalat maktubah dan ketika selesai membaca Al-Qur’an."
140,musnad_syafii,"['Sufyan', 'Muhammad bin Ar-Rabi', 'Ubadah bin Ash-Shamit']"," ""It is not valid — prayer — for someone who does not recite Al Fatiha in prayer.”","Sufyan mengabarkan kepada kami dari Az.zuhri dari Muhammad bin Ar-Rabi. Ubadah bin Ash-Shamit bahwa Rasulullah pernah bersabda, ""Tidak sah —shalat— seseorang yang tidak membaca Al Fatiha dalam shalat.” ",“Tidak sah shalatnya bagi seseorang yang tidak membaca surat Al Fatihah dalam shalatnya.”
141,musnad_syafii,"['Sufyan', 'bin Abdurrahman', 'Abu Hurairah', 'the Messenger of Allah']"," ""Every prayer that the Ummul Book does not read in it, then the prayer is lacking, so the prayer is lacking.","Sufyan mengabarkan kepada kami dari Al Ala' bin Abdurrahman, dari ayahnya,, dari Abu Hurairah bahwa Rasulullah  pernah bersabda, ""Setiap shalat yang tidak dibaca Ummul Kitab di dalamnya, maka shalat itu kurang, maka shalat itu kurang.","“Setiap doa yang tidak dibaca Kitab Ummul di dalamnya, maka doanya kurang, maka doanya kurang."
142,musnad_syafii,"['Sufyan', 'Ayub']","""The Prophet SAW, Abu Bakr, 'Umar and 'Uthman opened the prayer reading with: {Alhamdulillahi rabbil aalamin}"" (QS. Al Fatihah: )*","Sufyan mengabarkan kepada kami dari Ayub dari Qatadah dari Anas RA ia berkata,

""Nabi SAW, Abu Bakar, 'Umar dan 'Utsman membuka bacaan shalat dengan: {Alhamdulillahi rabbil aalamin}"" (QS. Al Fatihah: )*","“Nabi SAW, Abu Bakar, ‘Umar dan ‘Utsman membuka bacaan doa dengan: {Alhamdulillahi rabbil aalamin}” (QS. Al Fatihah: )*"
143,musnad_syafii,"['Abdul Majid', 'Ibn Juraij', ""Sa'id bin Jubair"", 'Qs', 'Al Hijr', ""Sa'id bin Jubair""]"," 'Sa'id bin Jubair had read it to me until it was finished, then he read, 'Bismillahir rahmaanir rahim' up to seven verses."" Sa'id said, ""I have read it to Ibn Abbas as I read it to you, then he recited, 'Bismillahir rahmaanir rahim' up to seven verses."" Ibn Abbas said, ""So Allah kept it (Surah Al Fatihah) for you. He did not reveal it to anyone before you.""","Abdul Majid mengabarkan kepada kami dari Ibnu Juraij, ia mengatakan: Ubai mengabarkan kepadaku dari Sa'id bin Jubair -mengenai firman-Nya “Dan sesungguhnya Kami telah memberikan kepadamu tujuh ayat yang dibaca berulang-ulang dan Al Qur'an yang agung.” (Qs. Al Hijr []: ) Sa'id bin Jubair mengatakan bahwa “Sab'an minal matsaani” adalah Ummul Qur an. Ubay berkata, .'Sa'id bin Jubair telah membacakannya kepadaku hingga selesai, kemudian ia membaca, 'Bismillahir rahmaanir rahiim' sampai dengan tujuh ayat.” Sa'id berkata, ""Aku telah membacakannya kepada Ibnu Abbas sebagaimana aku membacakannya kepadamu, lalu ia membacakan, 'Bismillahir rahmaanir rahiim' hingga tujuh ayat.” Ibnu Abbas  berkata, “Maka Allah menyimpannya (surah Al Fatihah) untuk kalian. Dia tidak mengeluarkannya kepada seorang pun sebelum kalian.”","‘Sa’id bin Jubair telah membacakannya kepadaku sampai selesai, lalu dia membaca, ‘Bismillahir rahmaanir rahim’ hingga tujuh ayat.” Sa’id berkata, “Aku telah membacakannya kepada Ibnu Abbas sebagaimana aku membacakannya kepadamu. , lalu beliau membaca, 'Bismillahir rahmaanir rahim' hingga tujuh ayat."" Ibnu Abbas berkata, ""Maka Allah menyimpannya (Surat Al Fatihah) untukmu. Dia tidak mengungkapkannya kepada siapa pun sebelum kamu.”"
144,musnad_syafii,"['Ibrahim bin Muhammad', 'Salih']",Abu Hurairah RA opened the prayer with {Bismillahirrahmaanirrahiim} (Al Fatihah: ) *,"Ibrahim bin Muhammad mengabarkan kepada kami, Shalih, mantan budak At-Tauamah, mengabarkan kepadaku: Bahwa

Abu Hurairah RA membuka shalat dengan {Bismillahirrahmaanirrahiim} (Al Fatihah: ) *",Abu Hurairah RA membuka doa dengan {Bismillahirrahmaanirrahiim} (Al Fatihah: )*
